"106年07月18日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
"3481  ","群創            ","1,587,000","1,159,000","428,000","12,650,000","1,896,000","10,754,000","14,237,000","3,055,000","11,182,000",
"2409  ","友達            ","1,370,000","1,517,000","-147,000","10,319,000","330,000","9,989,000","11,689,000","1,847,000","9,842,000",
="060297","聯鈞元大6C購01  ","0","0","0","7,463,000","654,000","6,809,000","7,463,000","654,000","6,809,000",
="056859","南亞統一6A購01  ","0","0","0","5,528,000","105,000","5,423,000","5,528,000","105,000","5,423,000",
"2352  ","佳世達          ","705,000","59,000","646,000","4,738,000","260,000","4,478,000","5,443,000","319,000","5,124,000",
="063115","南亞國泰71購01  ","0","0","0","4,831,000","0","4,831,000","4,831,000","0","4,831,000",
="062869","南亞元大71購01  ","0","0","0","4,215,000","101,000","4,114,000","4,215,000","101,000","4,114,000",
="062243","聯鈞元大6C購02  ","0","0","0","5,216,000","1,119,000","4,097,000","5,216,000","1,119,000","4,097,000",
="055396","勤美凱基69購01  ","0","0","0","4,148,000","108,000","4,040,000","4,148,000","108,000","4,040,000",
="061625","南亞永豐6C購01  ","0","0","0","3,976,000","70,000","3,906,000","3,976,000","70,000","3,906,000",
="062382","南亞凱基6C購01  ","0","0","0","3,714,000","20,000","3,694,000","3,714,000","20,000","3,694,000",
="060162","聯鈞凱基6B購02  ","0","0","0","3,770,000","164,000","3,606,000","3,770,000","164,000","3,606,000",
="058525","南亞凱基6A購01  ","0","0","0","3,764,000","235,000","3,529,000","3,764,000","235,000","3,529,000",
="061480","聯鈞元富6C購01  ","0","0","0","3,818,000","407,000","3,411,000","3,818,000","407,000","3,411,000",
="059804","南亞元大6C購01  ","0","0","0","3,500,000","487,000","3,013,000","3,500,000","487,000","3,013,000",
="061096","聯鈞凱基6C購01  ","0","0","0","3,790,000","935,000","2,855,000","3,790,000","935,000","2,855,000",
