"106年07月26日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00672L","元大S&P原油正2  ","0","0","0","61,990,000","1,527,000","60,463,000","61,990,000","1,527,000","60,463,000",
="057954","元油2X元大69購03","0","0","0","8,488,000","0","8,488,000","8,488,000","0","8,488,000",
"2303  ","聯電            ","20,000","1,978,000","-1,958,000","10,825,000","925,000","9,900,000","10,845,000","2,903,000","7,942,000",
"2888  ","新光金          ","2,990,000","371,000","2,619,000","5,049,000","192,000","4,857,000","8,039,000","563,000","7,476,000",
="00642U","元大S&P石油     ","0","0","0","6,850,000","235,000","6,615,000","6,850,000","235,000","6,615,000",
"2324  ","仁寶            ","1,631,000","164,000","1,467,000","2,427,000","41,000","2,386,000","4,058,000","205,000","3,853,000",
="063251","中鋼兆豐71購01  ","0","0","0","3,586,000","180,000","3,406,000","3,586,000","180,000","3,406,000",
="00632R","元大台灣50反1   ","1,050,000","4,450,000","-3,400,000","9,660,000","3,179,000","6,481,000","10,710,000","7,629,000","3,081,000",
="060048","中鋼宏遠6B購01  ","0","0","0","3,436,000","461,000","2,975,000","3,436,000","461,000","2,975,000",
="060694","美律凱基6B購02  ","0","0","0","3,468,000","601,000","2,867,000","3,468,000","601,000","2,867,000",
="062400","百和凱基6C購01  ","0","0","0","2,870,000","4,000","2,866,000","2,870,000","4,000","2,866,000",
="062728","百和興統一72購01","0","0","0","2,921,000","136,000","2,785,000","2,921,000","136,000","2,785,000",
"2371  ","大同            ","208,000","191,000","17,000","3,434,000","742,000","2,692,000","3,642,000","933,000","2,709,000",
"5871  ","中租-KY         ","743,000","83,000","660,000","2,233,000","308,000","1,925,000","2,976,000","391,000","2,585,000",
="061750","美律凱基6C購02  ","0","0","0","3,397,000","890,000","2,507,000","3,397,000","890,000","2,507,000",
="063379","美律統一72購01  ","0","0","0","2,725,000","280,000","2,445,000","2,725,000","280,000","2,445,000",
="058974","中鋼元大6B購01  ","0","0","0","2,486,000","87,000","2,399,000","2,486,000","87,000","2,399,000",
="063180","百和興元大72購01","0","0","0","2,693,000","312,000","2,381,000","2,693,000","312,000","2,381,000",
