"106年07月04日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
="03434P","友達兆豐6C售02  ","0","0","0","570,000","51,000","519,000","570,000","51,000","519,000",
="058128","英業達凱基69購03","0","0","0","610,000","91,000","519,000","610,000","91,000","519,000",
="059069","長榮航永豐6A購01","0","0","0","781,000","264,000","517,000","781,000","264,000","517,000",
="059625","臻鼎凱基6A購01  ","0","0","0","813,000","296,000","517,000","813,000","296,000","517,000",
="061234","南茂兆豐71購01  ","0","0","0","609,000","92,000","517,000","609,000","92,000","517,000",
="057053","友達亞東69購02  ","0","0","0","516,000","0","516,000","516,000","0","516,000",
="061712","鎧勝國泰6C購02  ","0","0","0","525,000","10,000","515,000","525,000","10,000","515,000",
="060628","鎧勝元大6C購01  ","0","0","0","767,000","254,000","513,000","767,000","254,000","513,000",
="03086P","國巨元富6C售02  ","0","0","0","719,000","207,000","512,000","719,000","207,000","512,000",
="061257","新日興凱基6C購01","0","0","0","727,000","215,000","512,000","727,000","215,000","512,000",
="056949","大立光凱基68購11","0","0","0","510,000","0","510,000","510,000","0","510,000",
="059189","燁輝群益6A購02  ","0","0","0","510,000","0","510,000","510,000","0","510,000",
="061389","彩晶日盛6C購01  ","0","0","0","652,000","142,000","510,000","652,000","142,000","510,000",
="08980P","群創日盛6A售01  ","0","0","0","1,119,000","609,000","510,000","1,119,000","609,000","510,000",
="059514","中石化凱基6A購01","0","0","0","518,000","10,000","508,000","518,000","10,000","508,000",
"2892  ","第一金          ","349,000","0","349,000","244,000","85,000","159,000","593,000","85,000","508,000",
="059175","群創元大6B購02  ","0","0","0","505,000","0","505,000","505,000","0","505,000",
="059991","敦泰群益6C購02  ","0","0","0","878,000","375,000","503,000","878,000","375,000","503,000",
="060194","可成永豐6B購02  ","0","0","0","854,000","352,000","502,000","854,000","352,000","502,000",
="08345P","鴻海永豐6A售01  ","0","0","0","500,000","0","500,000","500,000","0","500,000",
="08846P","友達富邦6A售02  ","0","0","0","500,000","0","500,000","500,000","0","500,000",
="060411","聚陽群益6B購01  ","0","0","0","508,000","10,000","498,000","508,000","10,000","498,000",
="03096X","大立光元大6C展05","0","0","0","499,000","2,000","497,000","499,000","2,000","497,000",
="061990","超眾日盛6C購01  ","0","0","0","667,000","172,000","495,000","667,000","172,000","495,000",
="08774P","廣宇群益6B售02  ","0","0","0","495,000","0","495,000","495,000","0","495,000",
="03094P","台光電元大6B售01","0","0","0","493,000","0","493,000","493,000","0","493,000",
="057516","聯發科富邦6A購07","0","0","0","490,000","0","490,000","490,000","0","490,000",
="058111","中石化元大69購02","0","0","0","1,198,000","708,000","490,000","1,198,000","708,000","490,000",
="059587","京元電元大6A購03","0","0","0","851,000","361,000","490,000","851,000","361,000","490,000",
="055257","超眾凱基6A購01  ","0","0","0","1,383,000","895,000","488,000","1,383,000","895,000","488,000",
="062171","可成凱基6C購06  ","0","0","0","658,000","170,000","488,000","658,000","170,000","488,000",
="03004P","大同元大71售02  ","0","0","0","550,000","70,000","480,000","550,000","70,000","480,000",
="058398","潤泰全國泰69購01","0","0","0","811,000","331,000","480,000","811,000","331,000","480,000",
="061863","綠悅國泰71購01  ","0","0","0","1,056,000","577,000","479,000","1,056,000","577,000","479,000",
="062151","聯發科元大6C購08","0","0","0","1,333,000","854,000","479,000","1,333,000","854,000","479,000",
="03433P","廣宇富邦6B售02  ","0","0","0","478,000","0","478,000","478,000","0","478,000",
="058414","潤泰全元大6A購01","0","0","0","608,000","130,000","478,000","608,000","130,000","478,000",
="059323","群創永豐6B購03  ","0","0","0","570,000","92,000","478,000","570,000","92,000","478,000",
="058451","中石化群益6B購01","0","0","0","732,000","255,000","477,000","732,000","255,000","477,000",
="060292","聚陽元大6B購01  ","0","0","0","619,000","142,000","477,000","619,000","142,000","477,000",
="056150","利勤統一68購01  ","0","0","0","492,000","17,000","475,000","492,000","17,000","475,000",
="056466","彩晶日盛68購01  ","0","0","0","475,000","1,000","474,000","475,000","1,000","474,000",
="060489","長榮航日盛6B購01","0","0","0","738,000","264,000","474,000","738,000","264,000","474,000",
="057297","京元電凱基68購01","0","0","0","541,000","68,000","473,000","541,000","68,000","473,000",
="059222","群創群益6A購03  ","0","0","0","787,000","315,000","472,000","787,000","315,000","472,000",
="057177","燁輝國泰69購01  ","0","0","0","681,000","210,000","471,000","681,000","210,000","471,000",
="061806","利勤凱基6C購01  ","0","0","0","522,000","51,000","471,000","522,000","51,000","471,000",
="062394","欣興凱基6C購01  ","0","0","0","919,000","448,000","471,000","919,000","448,000","471,000",
