"106年07月27日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
="00672L","元大S&P原油正2  ","0","0","0","40,218,000","488,000","39,730,000","40,218,000","488,000","39,730,000",
="056866","友達永昌69購01  ","0","0","0","6,280,000","30,000","6,250,000","6,280,000","30,000","6,250,000",
="056499","友達兆豐69購01  ","0","0","0","5,893,000","0","5,893,000","5,893,000","0","5,893,000",
="00642U","元大S&P石油     ","0","0","0","5,493,000","89,000","5,404,000","5,493,000","89,000","5,404,000",
="061900","仁寶元大6C購01  ","0","0","0","4,727,000","0","4,727,000","4,727,000","0","4,727,000",
="08318P","美律台新69售01  ","0","0","0","4,256,000","0","4,256,000","4,256,000","0","4,256,000",
="04220P","力成元大71售04  ","0","0","0","3,767,000","1,000","3,766,000","3,767,000","1,000","3,766,000",
="057879","元大金日盛6A購01","0","0","0","3,657,000","0","3,657,000","3,657,000","0","3,657,000",
="057692","華夏元大6B購01  ","0","0","0","4,022,000","558,000","3,464,000","4,022,000","558,000","3,464,000",
="058483","台聚元大71購01  ","0","0","0","3,725,000","323,000","3,402,000","3,725,000","323,000","3,402,000",
="060192","GIS永豐6C購02   ","0","0","0","3,186,000","35,000","3,151,000","3,186,000","35,000","3,151,000",
"3481  ","群創            ","1,111,000","1,591,000","-480,000","8,657,000","5,113,000","3,544,000","9,768,000","6,704,000","3,064,000",
="060160","新光金凱基6B購01","0","0","0","3,626,000","716,000","2,910,000","3,626,000","716,000","2,910,000",
"3037  ","欣興            ","403,000","85,000","318,000","3,043,000","469,000","2,574,000","3,446,000","554,000","2,892,000",
="059223","群創群益6A購04  ","0","0","0","5,450,000","2,743,000","2,707,000","5,450,000","2,743,000","2,707,000",
="060157","堤維西凱基6B購01","0","0","0","3,059,000","437,000","2,622,000","3,059,000","437,000","2,622,000",
"2371  ","大同            ","372,000","1,086,000","-714,000","4,677,000","1,398,000","3,279,000","5,049,000","2,484,000","2,565,000",
="062658","鴻海玉山71購02  ","0","0","0","3,007,000","510,000","2,497,000","3,007,000","510,000","2,497,000",
="03503C","開發金元富6C牛01","0","0","0","2,478,000","0","2,478,000","2,478,000","0","2,478,000",
="063440","華夏凱基71購01  ","0","0","0","3,058,000","587,000","2,471,000","3,058,000","587,000","2,471,000",
="061379","亞光凱基6C購01  ","0","0","0","4,342,000","1,929,000","2,413,000","4,342,000","1,929,000","2,413,000",
"3673  ","TPK-KY          ","934,000","21,000","913,000","1,790,000","383,000","1,407,000","2,724,000","404,000","2,320,000",
="055720","友達統一69購01  ","0","0","0","2,833,000","526,000","2,307,000","2,833,000","526,000","2,307,000",
="055201","微星日盛68購01  ","0","0","0","2,512,000","292,000","2,220,000","2,512,000","292,000","2,220,000",
="063584","嘉澤元大72購02  ","0","0","0","2,218,000","137,000","2,081,000","2,218,000","137,000","2,081,000",
"2328  ","廣宇            ","586,000","21,000","565,000","1,812,000","307,000","1,505,000","2,398,000","328,000","2,070,000",
="061926","綠悅日盛6C購01  ","0","0","0","2,054,000","0","2,054,000","2,054,000","0","2,054,000",
="057791","華新元大6A購01  ","0","0","0","3,555,000","1,524,000","2,031,000","3,555,000","1,524,000","2,031,000",
="057510","聯電凱基69購01  ","0","0","0","2,427,000","488,000","1,939,000","2,427,000","488,000","1,939,000",
="058087","台聚凱基69購01  ","0","0","0","1,903,000","0","1,903,000","1,903,000","0","1,903,000",
="059040","友達群益6A購01  ","0","0","0","2,058,000","209,000","1,849,000","2,058,000","209,000","1,849,000",
="062502","聯電群益72購01  ","0","0","0","3,932,000","2,089,000","1,843,000","3,932,000","2,089,000","1,843,000",
"4532  ","瑞智            ","365,000","1,000","364,000","1,485,000","18,000","1,467,000","1,850,000","19,000","1,831,000",
="059788","中租日盛6B購01  ","0","0","0","2,223,000","402,000","1,821,000","2,223,000","402,000","1,821,000",
="057716","廣宇群益69購05  ","0","0","0","2,118,000","310,000","1,808,000","2,118,000","310,000","1,808,000",
"2311  ","日月光          ","381,000","8,000","373,000","1,592,000","173,000","1,419,000","1,973,000","181,000","1,792,000",
="058395","友達國泰69購02  ","0","0","0","1,785,000","0","1,785,000","1,785,000","0","1,785,000",
="063566","嘉澤統一71購01  ","0","0","0","2,707,000","957,000","1,750,000","2,707,000","957,000","1,750,000",
="059652","群創玉山6A購01  ","0","0","0","2,293,000","559,000","1,734,000","2,293,000","559,000","1,734,000",
"2317  ","鴻海            ","776,000","230,000","546,000","1,402,000","233,000","1,169,000","2,178,000","463,000","1,715,000",
="057436","樺漢元大69購02  ","0","0","0","1,709,000","0","1,709,000","1,709,000","0","1,709,000",
="08876P","群創永豐6A售01  ","0","0","0","1,709,000","10,000","1,699,000","1,709,000","10,000","1,699,000",
="057691","華夏元大69購01  ","0","0","0","1,849,000","186,000","1,663,000","1,849,000","186,000","1,663,000",
="03504P","群創統一6B售05  ","0","0","0","1,805,000","154,000","1,651,000","1,805,000","154,000","1,651,000",
="062972","鴻海元大71購10  ","0","0","0","1,648,000","32,000","1,616,000","1,648,000","32,000","1,616,000",
="062891","裕融凱基74購01  ","0","0","0","1,646,000","50,000","1,596,000","1,646,000","50,000","1,596,000",
="063273","聯電台新72購04  ","0","0","0","1,706,000","113,000","1,593,000","1,706,000","113,000","1,593,000",
="063452","全新凱基71購01  ","0","0","0","2,498,000","907,000","1,591,000","2,498,000","907,000","1,591,000",
="059175","群創元大6B購02  ","0","0","0","1,694,000","112,000","1,582,000","1,694,000","112,000","1,582,000",
="063176","奇力新元大71購04","0","0","0","1,807,000","230,000","1,577,000","1,807,000","230,000","1,577,000",
="059983","中租統一6B購01  ","0","0","0","1,738,000","176,000","1,562,000","1,738,000","176,000","1,562,000",
="04374P","創意凱基71售01  ","0","0","0","2,416,000","875,000","1,541,000","2,416,000","875,000","1,541,000",
="062974","奇力新元大71購03","0","0","0","1,627,000","133,000","1,494,000","1,627,000","133,000","1,494,000",
="057408","樺漢群益69購01  ","0","0","0","1,541,000","50,000","1,491,000","1,541,000","50,000","1,491,000",
="057811","仁寶凱基69購01  ","0","0","0","1,548,000","110,000","1,438,000","1,548,000","110,000","1,438,000",
