"106年08月15日 自營商買賣超彙總表"
,,"自營商(自行買賣)",,,"自營商(避險)",,,"自營商",,,
"證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
"2887  ","台新金          ","1,275,000","6,000","1,269,000","6,402,000","271,590","6,130,410","7,677,000","277,590","7,399,410",
="00632R","元大台灣50反1   ","3,380,000","1,300,000","2,080,000","9,248,000","5,255,000","3,993,000","12,628,000","6,555,000","6,073,000",
="03125P","友達凱基6B售02  ","0","0","0","5,770,000","333,000","5,437,000","5,770,000","333,000","5,437,000",
="03058P","群創凱基6A售03  ","0","0","0","5,083,000","228,000","4,855,000","5,083,000","228,000","4,855,000",
="00673R","元大S&P原油反1  ","0","0","0","4,301,000","75,000","4,226,000","4,301,000","75,000","4,226,000",
"2409  ","友達            ","0","2,000","-2,000","4,538,000","926,000","3,612,000","4,538,000","928,000","3,610,000",
"6116  ","彩晶            ","926,000","312,000","614,000","6,772,000","4,071,000","2,701,000","7,698,000","4,383,000","3,315,000",
"3481  ","群創            ","741,000","11,000","730,000","3,425,000","1,181,000","2,244,000","4,166,000","1,192,000","2,974,000",
"2313  ","華通            ","1,180,000","753,000","427,000","2,324,000","250,000","2,074,000","3,504,000","1,003,000","2,501,000",
"5880  ","合庫金          ","1,062,000","10,000","1,052,000","1,120,000","658","1,119,342","2,182,000","10,658","2,171,342",
="061438","新唐永豐6C購02  ","0","0","0","2,706,000","595,000","2,111,000","2,706,000","595,000","2,111,000",
"2603  ","長榮            ","2,213,000","924,000","1,289,000","1,941,000","1,165,000","776,000","4,154,000","2,089,000","2,065,000",
="058053","國喬國泰6A購01  ","0","0","0","2,530,000","508,000","2,022,000","2,530,000","508,000","2,022,000",
="057833","東聯群益6A購01  ","0","0","0","2,106,000","116,000","1,990,000","2,106,000","116,000","1,990,000",
="03876P","佳世達元大6C售04","0","0","0","2,241,000","333,000","1,908,000","2,241,000","333,000","1,908,000",
="04239P","佳世達元大71售02","0","0","0","2,028,000","270,000","1,758,000","2,028,000","270,000","1,758,000",
="03674P","佳世達統一6C售02","0","0","0","1,782,000","30,000","1,752,000","1,782,000","30,000","1,752,000",
="062473","矽力國泰71購01  ","0","0","0","2,501,000","816,000","1,685,000","2,501,000","816,000","1,685,000",
="059229","彩晶兆豐6B購01  ","0","0","0","1,736,000","101,000","1,635,000","1,736,000","101,000","1,635,000",
="03793P","佳世達元大6C售03","0","0","0","1,924,000","325,000","1,599,000","1,924,000","325,000","1,599,000",
"2618  ","長榮航          ","419,000","0","419,000","1,204,000","119,000","1,085,000","1,623,000","119,000","1,504,000",
="03488C","南亞元富75牛01  ","0","0","0","1,500,000","0","1,500,000","1,500,000","0","1,500,000",
="059868","中石化凱基6B購01","0","0","0","1,650,000","160,000","1,490,000","1,650,000","160,000","1,490,000",
="064038","英業達凱基72購01","0","0","0","1,520,000","51,000","1,469,000","1,520,000","51,000","1,469,000",
="03992P","友達中信6C售03  ","0","0","0","1,487,000","42,000","1,445,000","1,487,000","42,000","1,445,000",
="04171P","鴻海兆豐72售01  ","0","0","0","3,154,000","1,719,000","1,435,000","3,154,000","1,719,000","1,435,000",
"2498  ","宏達電          ","78,000","82,000","-4,000","2,397,000","960,000","1,437,000","2,475,000","1,042,000","1,433,000",
="063736","華通永豐71購02  ","0","0","0","1,815,000","412,000","1,403,000","1,815,000","412,000","1,403,000",
="04449P","台灣50元大71售03","0","0","0","1,440,000","38,000","1,402,000","1,440,000","38,000","1,402,000",
="04537P","宏達電凱基72售01","0","0","0","3,216,000","1,832,000","1,384,000","3,216,000","1,832,000","1,384,000",
="08174P","和碩凱基68售02  ","0","0","0","1,304,000","0","1,304,000","1,304,000","0","1,304,000",
="057857","宏全群益6A購01  ","0","0","0","1,300,000","0","1,300,000","1,300,000","0","1,300,000",
="061380","智原凱基6C購01  ","0","0","0","1,856,000","579,000","1,277,000","1,856,000","579,000","1,277,000",
="060822","GIS凱基6B購06   ","0","0","0","4,038,000","2,779,000","1,259,000","4,038,000","2,779,000","1,259,000",
="055361","晶技元大6A購01  ","0","0","0","1,284,000","30,000","1,254,000","1,284,000","30,000","1,254,000",
="061399","可成元富71購01  ","0","0","0","1,334,000","98,000","1,236,000","1,334,000","98,000","1,236,000",
="058255","華邦電群益69購01","0","0","0","1,200,000","0","1,200,000","1,200,000","0","1,200,000",
="03145P","康控國泰71售02  ","0","0","0","1,198,000","0","1,198,000","1,198,000","0","1,198,000",
="058334","彩晶元大6B購01  ","0","0","0","1,838,000","642,000","1,196,000","1,838,000","642,000","1,196,000",
="04568P","宏達電元大72售04","0","0","0","1,400,000","237,000","1,163,000","1,400,000","237,000","1,163,000",
="03762P","宏達電元大6C售03","0","0","0","1,478,000","318,000","1,160,000","1,478,000","318,000","1,160,000",
"2615  ","萬海            ","1,160,000","0","1,160,000","0","0","0","1,160,000","0","1,160,000",
="058958","晶豪科國泰6A購01","0","0","0","1,930,000","791,000","1,139,000","1,930,000","791,000","1,139,000",
="08949P","宏達電群益6A售06","0","0","0","1,286,000","152,000","1,134,000","1,286,000","152,000","1,134,000",
="03233P","聯鈞凱基6B售01  ","0","0","0","1,389,000","263,000","1,126,000","1,389,000","263,000","1,126,000",
="060411","聚陽群益6B購01  ","0","0","0","2,312,000","1,194,000","1,118,000","2,312,000","1,194,000","1,118,000",
="059582","大立光元大6A購12","0","0","0","1,270,000","157,000","1,113,000","1,270,000","157,000","1,113,000",
="060992","長榮國泰6C購01  ","0","0","0","1,399,000","286,000","1,113,000","1,399,000","286,000","1,113,000",
="03105P","聯發科國泰6C售02","0","0","0","1,094,000","0","1,094,000","1,094,000","0","1,094,000",
="063613","正文元大71購01  ","0","0","0","1,243,000","150,000","1,093,000","1,243,000","150,000","1,093,000",
="063852","臻鼎元富71購01  ","0","0","0","1,214,000","130,000","1,084,000","1,214,000","130,000","1,084,000",
"2610  ","華航            ","441,000","265,000","176,000","981,000","82,000","899,000","1,422,000","347,000","1,075,000",
="04140P","東聯元大74售03  ","0","0","0","1,138,000","76,000","1,062,000","1,138,000","76,000","1,062,000",
="08856P","宏達電群益6A售05","0","0","0","2,532,000","1,478,000","1,054,000","2,532,000","1,478,000","1,054,000",
="04088P","鴻海統一71售05  ","0","0","0","1,623,000","581,000","1,042,000","1,623,000","581,000","1,042,000",
="061804","富邦金凱基6C購01","0","0","0","1,329,000","287,000","1,042,000","1,329,000","287,000","1,042,000",
="04584P","群創群益72售05  ","0","0","0","1,101,000","60,000","1,041,000","1,101,000","60,000","1,041,000",
="058939","寶滬深第一74購01","0","0","0","1,040,000","0","1,040,000","1,040,000","0","1,040,000",
="063553","上銀群益72購03  ","0","0","0","1,095,000","60,000","1,035,000","1,095,000","60,000","1,035,000",
="03072P","超眾元富6B售02  ","0","0","0","1,304,000","280,000","1,024,000","1,304,000","280,000","1,024,000",
="062972","鴻海元大71購10  ","0","0","0","1,974,000","961,000","1,013,000","1,974,000","961,000","1,013,000",
="03689P","佳世達元富71售02","0","0","0","1,062,000","53,000","1,009,000","1,062,000","53,000","1,009,000",
="059769","宏達電兆豐71購01","0","0","0","1,363,000","357,000","1,006,000","1,363,000","357,000","1,006,000",
="08625P","宏達電元大6A售02","0","0","0","1,853,000","851,000","1,002,000","1,853,000","851,000","1,002,000",
="03755P","聯發科日盛6C售02","0","0","0","1,059,000","60,000","999,000","1,059,000","60,000","999,000",
="04195P","聚陽元大71售02  ","0","0","0","1,044,000","53,000","991,000","1,044,000","53,000","991,000",
="057602","矽力永豐69購01  ","0","0","0","971,000","0","971,000","971,000","0","971,000",
="061923","台積電凱基6C購05","0","0","0","2,988,000","2,029,000","959,000","2,988,000","2,029,000","959,000",
="08939P","臺股指群益6A售19","0","0","0","1,160,000","201,000","959,000","1,160,000","201,000","959,000",
="063455","新光金凱基71購01","0","0","0","998,000","40,000","958,000","998,000","40,000","958,000",
="064322","凌陽元大72購01  ","0","0","0","1,210,000","253,000","957,000","1,210,000","253,000","957,000",
